forecast_date,target_date,horizon,y_true,crps,pinball_mean,model,year,regime,split,q05,q10,q25,q50,q75,q90,q95
2022-04-01,2022-04-08,7,170.61791666666667,11.041002325391078,5.520501162695539,Naive-Gaussian,2022,Crisis (mid2021–2022),val,132.60298334880923,144.63377281175357,164.736694504982,187.0725,209.40830549501797,229.5112271882464,241.54201665119072
2022-04-01,2022-04-15,14,189.51166666666663,114.20565310547079,57.102826552735394,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-27.027017506738723,-10.01291188218751,18.41691261970044,50.00451167728237,81.5921107348643,110.02193523675226,127.03604086130343
2022-04-01,2022-05-01,30,192.9283333333333,111.46476885166055,55.73238442583026,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-68.11026373960195,-43.20416335937158,-1.5871616514119111,44.652348685432926,90.89185902227777,132.50886073023742,157.41496111046774
2022-04-01,2022-05-31,60,171.59625000000003,74.76126270252222,37.380631351261115,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-106.16135064916504,-70.93880570561754,-12.083477464916712,53.30906517094017,118.70160780679706,177.55693604749789,212.77948099104526
2022-04-01,2022-06-30,90,164.9925,69.22139062201569,34.610695311007824,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-144.61453622858303,-101.4759049516135,-29.393143534746606,50.69603768577495,130.7852189062965,202.86798032316338,246.00661160013283
2022-04-01,2022-09-28,180,297.93874999999997,164.96569556352694,82.48284778176347,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-225.94617566803984,-164.93893825393732,-62.99851944490012,50.264686836518045,163.5278931179362,265.4683119269734,326.47554934107575
2022-04-01,2023-03-27,360,89.49541666666666,58.36791803145278,29.183959015726398,Naive-Gaussian,2023,Post-Crisis (2023–2025),test,-338.2458032774339,-251.9685407234948,-107.80301788976105,52.375344551282055,212.55370699232515,356.71922982605895,442.99649237999785
2022-05-01,2022-05-02,1,206.17791666666668,8.084328324342932,4.042164162171467,Naive-Gaussian,2022,Crisis (mid2021–2022),val,171.56598702618646,176.28433054484833,184.16847568507902,192.9283333333333,201.6881909815876,209.5723361218183,214.29067964048014
2022-05-01,2022-05-08,7,181.53958333333333,9.613644250313248,4.806822125156626,Naive-Gaussian,2022,Crisis (mid2021–2022),val,136.40887758378375,148.89244113433648,169.75192847572535,192.9283333333333,216.10473819094128,236.96422553233015,249.44778908288285
2022-05-01,2022-05-15,14,141.86458333333334,67.56588055958059,33.7829402797903,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-31.354881952838817,-13.700457072900711,15.799312829441334,48.57569890612019,81.35208498279904,110.85185488514108,128.50627976507914
2022-05-01,2022-05-31,30,171.59625000000003,78.36531710684996,39.182658553424965,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-59.89404979302533,-34.05061800073133,9.132623398759478,57.11233974358974,105.09205608842001,148.27529748791082,174.11872928020475
2022-05-01,2022-06-30,60,164.9925,68.21234155155382,34.10617077577691,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-110.903719013999,-74.35558727507279,-13.285261620681574,54.56830395299145,122.42186952666447,183.49219518105568,220.0403269199818
2022-05-01,2022-07-30,90,212.24708333333336,103.7716446174108,51.88582230870541,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-151.6537981118166,-106.8916612056226,-32.09609306619274,51.00721337579618,134.1105198177851,208.90608795721494,253.66822486340882
2022-05-01,2022-10-28,180,99.79375,46.00174381154355,23.000871905771774,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-232.90301576587024,-169.59979467232944,-63.82288780414679,53.70293524416137,171.22875829246954,277.0056651606522,340.3088862541928
2022-05-01,2023-04-26,360,97.54875,61.21235793250767,30.60617896625384,Naive-Gaussian,2023,Post-Crisis (2023–2025),test,-351.22348397949906,-261.699210167111,-112.10807388825134,54.0985389957265,220.30515187970434,369.89628815856406,459.4205619709518
2022-05-31,2022-06-01,1,175.14874999999998,3.679099786646614,1.8395498933233068,Naive-Gaussian,2022,Crisis (mid2021–2022),val,148.45179415471134,153.56375571831725,162.10561935315914,171.59625000000003,181.0868806468409,189.6287442816828,194.74070584528872
2022-05-31,2022-06-07,7,158.66666666666666,10.576445757845947,5.288222878922976,Naive-Gaussian,2022,Crisis (mid2021–2022),val,110.36177560345092,123.88675461247308,146.486401523291,171.59625000000003,196.70609847670906,219.30574538752697,232.8307243965491
2022-05-31,2022-06-14,14,143.38583333333335,55.62429743207921,27.812148716039577,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-25.30224413392493,-6.175035388554377,25.785691777567536,61.29638004246284,96.80706830735815,128.76779547348008,147.89500421885057
2022-05-31,2022-06-30,30,164.9925,70.38408507350775,35.19204253675389,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-69.2209044080931,-41.22153779322967,5.564176166130139,57.546501068376074,109.52882597062201,156.31453992998183,184.31390654484517
2022-05-31,2022-07-30,60,212.24708333333336,105.50906473146998,52.75453236573499,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-125.96308045919343,-86.36599645459711,-20.201005247962243,53.31310363247863,126.8272125129195,192.99220371955437,232.5892877241506
2022-05-31,2022-08-29,90,597.2333333333333,464.7947488526828,232.39737442634143,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-159.24739063827158,-110.75106508158032,-29.715831435584654,60.320196390658175,150.356224216901,231.39145786289666,279.88778341958783
2022-05-31,2022-11-27,180,141.34375,61.4242129592739,30.712106479636955,Naive-Gaussian,2022,Crisis (mid2021–2022),val,-258.9250922687038,-190.34093094117006,-75.73980448893045,51.59036716514354,178.92053881921754,293.52166527145715,362.10582659899075
2022-05-31,2023-05-26,360,47.31708333333333,63.12692604856267,31.563463024281337,Naive-Gaussian,2023,Post-Crisis (2023–2025),test,-382.59536102367144,-285.6027099102889,-123.53224261829763,56.53981303418803,236.6118686866737,398.68233597866504,495.67498709204733
2022-06-30,2022-07-01,1,168.79791666666668,3.8495399120332907,1.9247699560166456,Naive-Gaussian,2022,Crisis (mid2021–2022),val,140.92204377813079,146.238532869392,155.12215303527688,164.9925,174.86284696472313,183.746467130608,189.06295622186923
2022-06-30,2022-07-07,7,161.65541666666667,9.252141542915535,4.626070771457767,Naive-Gaussian,2022,Crisis (mid2021–2022),val,101.30805889306669,115.37416687653166,138.8780165774214,164.9925,191.10698342257862,214.61083312346835,228.6769411069333
