forecast_date,target_date,horizon,y_true,crps,pinball_mean,model,year,regime,split,q05,q10,q25,q50,q75,q90,q95
2024-09-17,2025-09-12,360,31.645,122.1016574256301,61.050828712815026,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-707.1895469458657,-526.77539844347,-225.31126669508413,109.63727029914529,444.5858072933747,746.0499390417605,926.4640875441557
2024-10-17,2024-10-18,1,41.279583333333335,7.120854401467105,3.560427200733553,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-9.594455727567265,-0.10536391894004993,15.750492436641373,33.3675,50.984507563358626,66.84036391894006,76.32945572756725
2024-10-17,2024-10-24,7,27.022916666666664,16.541072574079184,8.270536287039587,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-80.29915069210998,-55.19337359862228,-13.242720857790893,33.3675,79.9777208577909,121.92837359862227,147.03415069210993
2024-10-17,2024-10-31,14,10.62,61.215364503953396,30.607682251976712,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-49.87965944416696,-14.374728984640868,44.95245307184693,110.86925955414013,176.78606603643334,236.11324809292114,271.61817855244715
2024-10-17,2024-11-16,30,37.6425,43.262785950129825,21.63139297506491,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-139.1645555712515,-87.19065923302531,-0.34455728788931594,96.1477670940171,192.6400914759235,279.4861934210595,331.46008975928555
2024-10-17,2024-12-16,60,21.228333333333335,63.517709747951244,31.758854873975622,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-221.81177661101026,-148.30958752011742,-25.49065231006965,110.9701014957265,247.43085530152263,370.24979051157044,443.7519796024631
2024-10-17,2025-01-15,90,75.97958333333334,60.47688760378063,30.238443801890313,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-296.43799669861585,-206.41656757349006,-55.994706565208176,111.13490180467092,278.26451017455,428.68637118283186,518.7078003079574
2024-10-17,2025-04-15,180,34.430416666666666,90.35002324408613,45.17501162204305,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-460.1366759207596,-332.8271499477984,-120.09851403248548,116.25844479830148,352.61540362908846,565.3440395444013,692.6535655173623
2024-10-17,2025-10-12,360,34.46625,119.49970603227037,59.749853016135184,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-724.5778467789629,-544.5349885287113,-243.69126651214765,90.56795022761055,424.8271669673687,725.6708889839325,905.7137472341836
2024-11-16,2024-11-17,1,35.91458333333333,6.188777685823069,3.0943888429115356,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-5.174980378456873,4.282200875155439,20.084736092450164,37.6425,55.20026390754983,71.00279912484456,80.45998037845685
2024-11-16,2024-11-23,7,54.548750000000005,17.915452878210846,8.957726439105423,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-75.64190484778467,-50.62055514706441,-8.810976877762528,37.6425,84.09597687776252,125.9055551470644,150.9269048477846
2024-11-16,2024-11-30,14,39.58583333333333,35.0323219709436,17.5161609854718,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-65.95559757974264,-30.570065484104063,28.55760714144209,94.25274416135882,159.94788118127553,219.0755538068217,254.46108590246018
2024-11-16,2024-12-16,30,21.228333333333335,54.87950106992992,27.439750534964954,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-125.24725125909687,-73.44813622891233,13.105913813908884,109.27374732905982,205.44158084421076,291.99563088703195,343.79474591721635
2024-11-16,2025-01-15,60,75.97958333333334,49.857494194833095,24.92874709741653,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-221.8862998347381,-148.63128884012718,-26.225377391249793,109.77647702991453,245.77833145107886,368.18424289995625,441.439253894567
2024-11-16,2025-02-14,90,153.53083333333333,61.95044621847573,30.97522310923785,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-300.2115657820389,-210.49286676265467,-60.57685448762915,105.99071921443736,272.5582929165039,422.4743051915294,512.1930042109134
2024-11-16,2025-05-15,180,61.721666666666664,85.02268530892779,42.511342654463895,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-465.1375713794463,-338.2561704277633,-126.24291265153087,109.31920912951168,344.8813309105542,556.8945886867867,683.7759896384694
2024-12-16,2024-12-17,1,43.059583333333336,13.11578748176514,6.55789374088257,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-21.717693734669464,-12.232120120464177,3.6178574864961988,21.228333333333335,38.83880918017047,54.68878678713085,64.17436040133612
2024-12-16,2024-12-23,7,44.80291666666667,19.51152369690724,9.75576184845362,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-92.39617408685046,-67.29970526086714,-25.364606226907323,21.228333333333335,67.82127289357399,109.75637192753382,134.85284075351709
2024-12-16,2024-12-30,14,31.40833333333333,44.818170865660974,22.409085432830498,Naive-Gaussian,2024,Post-Crisis (2023–2025),test,-54.925035972095856,-19.43326939071666,39.87191640256819,105.76428343949044,171.6566504764127,230.96183626969753,266.45360285107665
2024-12-16,2025-01-15,30,75.97958333333334,36.89411107997179,18.447055539985897,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-125.73426049603356,-73.77963410227312,13.034268610566386,109.49081730769231,205.94736600481824,292.76126871765774,344.71589511141804
2024-12-16,2025-02-14,60,153.53083333333333,52.55090556400212,26.275452782001057,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-228.4723654326033,-154.99742815852014,-32.224029539484064,104.18612980769231,240.59628915486869,363.36968777390473,436.84462504798773
2024-12-16,2025-03-16,90,41.11291666666667,61.72992728977715,30.864963644888586,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-321.308973960795,-231.320921358543,-80.95483105656339,86.1128120096003,253.180455075764,403.5465453777436,493.53459797999545
2024-12-16,2025-06-14,180,40.596666666666664,85.68622733296264,42.843113666481315,Naive-Gaussian,2025,Post-Crisis (2023–2025),holdout,-484.1697274275123,-356.907402985864,-144.2576387597869,92.01168789808918,328.28101455596527,540.9307787820424,668.1931032236903
2022-01-01,2022-01-02,1,114.38791666666668,12.72319236553753,6.361596182768769,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-01-08,7,145.39833333333334,18.211188567027275,9.105594283513637,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-01-15,14,155.89583333333334,28.708688567027277,14.354344283513637,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-01-31,30,162.89875,35.71160523369393,17.85580261684697,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-03-02,60,151.18125,23.99410523369394,11.997052616846968,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-04-01,90,187.0725,59.885355233693915,29.942677616846968,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-06-30,180,164.9925,37.80535523369394,18.902677616846972,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-01,2022-12-27,360,135.02125,7.834105233693942,3.917052616846971,LASSO-QR,2022,Crisis (mid2021–2022),val,127.02536260380683,127.08386809655508,127.12780399286929,127.14914268353745,127.15984787203023,127.16191253566394,127.16401661565882
2022-01-31,2022-02-01,1,143.79125,18.866729999104674,9.433364999552333,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-02-07,7,121.81,40.84797999910465,20.423989999552326,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-02-14,14,108.60458333333334,54.05339666577128,27.02669833288566,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-03-02,30,151.18125,11.476729999104645,5.738364999552327,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-04-01,60,187.0725,24.198247818405633,12.09912390920282,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-05-01,90,192.9283333333333,30.05408115173897,15.027040575869483,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2022-07-30,180,212.24708333333336,49.372831151739014,24.686415575869507,LASSO-QR,2022,Crisis (mid2021–2022),val,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-01-31,2023-01-26,360,122.99083333333334,39.66714666577134,19.833573332885656,LASSO-QR,2023,Post-Crisis (2023–2025),test,162.4531630450919,162.66061173676115,162.82117721300727,162.85715944851572,162.88274193739795,162.9031057745735,162.9167020012685
2022-03-02,2022-03-03,1,160.69208333333333,9.486913146328053,4.743456573164027,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-03-09,7,226.26916666666668,75.0639964796614,37.5319982398307,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-03-16,14,194.0925,42.88732981299472,21.44366490649736,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-04-01,30,187.0725,35.86732981299471,17.93366490649736,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-05-01,60,192.9283333333333,41.723163146328034,20.86158157316402,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-05-31,90,171.59625000000003,20.39107981299475,10.195539906497375,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2022-08-29,180,597.2333333333333,446.0281631463282,223.01408157316402,LASSO-QR,2022,Crisis (mid2021–2022),val,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-03-02,2023-02-25,360,89.23041666666666,61.89389447237646,30.946947236188223,LASSO-QR,2023,Post-Crisis (2023–2025),test,151.00251916334366,151.07081638518815,151.15385749216102,151.18152800550445,151.2006143288493,151.2252684256086,151.24322378541694
2022-04-01,2022-04-02,1,185.995,0.9676259612862158,0.48381298064310774,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-04-08,7,170.61791666666667,16.344709294619545,8.172354647309776,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-04-15,14,189.51166666666663,2.474133670157893,1.2370668350789464,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-05-01,30,192.9283333333333,5.890800336824577,2.9454001684122892,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-05-31,60,171.59625000000003,15.366375961286197,7.683187980643098,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-06-30,90,164.9925,21.970125961286218,10.985062980643104,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2022-09-28,180,297.93874999999997,110.90121700349124,55.45060850174562,LASSO-QR,2022,Crisis (mid2021–2022),val,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-04-01,2023-03-27,360,89.49541666666666,97.46720929461955,48.73360464730978,LASSO-QR,2023,Post-Crisis (2023–2025),test,186.80895311428228,186.90451036140723,186.99236092201102,187.02574150539576,187.04338835843816,187.05143742057462,187.06623517952315
2022-05-01,2022-05-02,1,206.17791666666668,13.271238735491522,6.635619367745763,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-05-08,7,181.53958333333333,11.278829851873342,5.639414925936669,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-05-15,14,141.86458333333334,50.95382985187332,25.476914925936665,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-05-31,30,171.59625000000003,21.222163185206636,10.611081592603323,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-06-30,60,164.9925,27.82591318520665,13.912956592603331,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-07-30,90,212.24708333333336,19.34040540215822,9.67020270107911,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2022-10-28,180,99.79375,93.02466318520669,46.51233159260334,LASSO-QR,2022,Crisis (mid2021–2022),val,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-01,2023-04-26,360,97.54875,95.26966318520672,47.634831592603334,LASSO-QR,2023,Post-Crisis (2023–2025),test,192.67860655695102,192.77439103311633,192.85300320657493,192.87806639326828,192.89126697997446,192.8984358392566,193.07487162117366
2022-05-31,2022-06-01,1,175.14874999999998,3.57737168287487,1.788685841437435,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-06-07,7,158.66666666666666,12.833325586225257,6.416662793112626,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-06-14,14,143.38583333333335,28.114158919558587,14.05707945977928,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-06-30,30,164.9925,6.507492252891901,3.253746126445952,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-07-30,60,212.24708333333336,40.67570501620826,20.337852508104127,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-08-29,90,597.2333333333333,425.6619550162082,212.83097750810413,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2022-11-27,180,141.34375,30.15624225289192,15.078121126445955,LASSO-QR,2022,Crisis (mid2021–2022),val,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-05-31,2023-05-26,360,47.31708333333333,124.18290891955859,62.09145445977928,LASSO-QR,2023,Post-Crisis (2023–2025),test,171.35255772217468,171.50004665370767,171.5366635729179,171.56546130810182,171.57828791102745,171.58790310917175,171.59148283248442
2022-06-30,2022-07-01,1,168.79791666666668,3.864369252118899,1.93218462605945,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-07-07,7,161.65541666666667,3.1800602063991783,1.5900301031995898,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-07-14,14,167.79291666666668,2.8593692521189045,1.4296846260594522,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-07-30,30,212.24708333333336,47.3135359187856,23.656767959392788,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-08-29,60,597.2333333333333,432.2997859187855,216.14989295939282,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-09-28,90,297.93874999999997,133.00520258545217,66.50260129272611,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2022-12-27,180,135.02125,29.814226873065845,14.90711343653292,LASSO-QR,2022,Crisis (mid2021–2022),val,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-06-30,2023-06-25,360,38.94833333333333,125.88714353973246,62.94357176986626,LASSO-QR,2023,Post-Crisis (2023–2025),test,164.6602594643251,164.73788194083102,164.843810893715,164.92826785111674,164.95113905131726,164.9613098793571,164.96270516988818
2022-07-30,2022-07-31,1,215.48791666666668,3.3311331173525134,1.665566558676257,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2022-08-06,7,211.05208333333337,0.9619247602563569,0.4809623801281786,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2022-08-13,14,259.3745833333333,47.21779978401914,23.608899892009568,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2022-08-29,30,597.2333333333333,385.0765497840191,192.5382748920096,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2022-09-28,60,297.93874999999997,85.78196645068581,42.89098322534291,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2022-10-28,90,99.79375,112.22025809358976,56.11012904679486,LASSO-QR,2022,Crisis (mid2021–2022),val,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2023-01-26,180,122.99083333333334,89.02317476025644,44.5115873801282,LASSO-QR,2023,Post-Crisis (2023–2025),test,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-07-30,2023-07-25,360,25.645833333333332,186.36817476025652,93.1840873801282,LASSO-QR,2023,Post-Crisis (2023–2025),test,211.90549799360713,211.91479564399916,212.0164331218323,212.1014285287778,212.13335029654687,212.1845154750896,212.28765763101634
2022-08-29,2022-08-30,1,660.0604166666667,62.413748342816085,31.206874171408042,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2022-09-05,7,390.85291666666666,205.92189654338353,102.96094827169182,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2022-09-12,14,408.6325,188.1423132100503,94.07115660502515,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2022-09-28,30,297.93874999999997,298.8360632100504,149.41803160502516,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2022-10-28,60,99.79375,496.98106321004997,248.49053160502515,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2022-11-27,90,141.34375,455.4310632100502,227.71553160502515,LASSO-QR,2022,Crisis (mid2021–2022),val,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2023-02-25,180,89.23041666666666,507.54439654338375,253.77219827169182,LASSO-QR,2023,Post-Crisis (2023–2025),test,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-08-29,2023-08-24,360,19.559583333333332,577.2152298767169,288.6076149383585,LASSO-QR,2023,Post-Crisis (2023–2025),test,595.7669431978078,596.2989942495611,596.8967450708286,597.4687799345102,597.8769597849363,597.9285269673242,597.9771546780846
2022-09-28,2022-09-29,1,330.6070833333333,32.56748569374806,16.28374284687403,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2022-10-05,7,50.48666666666667,246.9085404591892,123.45427022959458,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2022-10-12,14,180.79416666666668,116.60104045918924,58.30052022959459,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2022-10-28,30,99.79375,197.60145712585575,98.80072856292792,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2022-11-27,60,141.34375,156.05145712585582,78.02572856292792,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2022-12-27,90,135.02125,162.37395712585584,81.18697856292792,LASSO-QR,2022,Crisis (mid2021–2022),val,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2023-03-27,180,89.49541666666666,207.89979045918918,103.9498952295946,LASSO-QR,2023,Post-Crisis (2023–2025),test,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-09-28,2023-09-23,360,1.5675,295.82770712585597,147.91385356292793,LASSO-QR,2023,Post-Crisis (2023–2025),test,294.8003969874751,297.6719415362069,297.87344537008477,298.0016304148423,298.0632966046444,298.17255232166065,298.24197246057474
2022-10-28,2022-10-29,1,98.605,1.1871964685913399,0.5935982342956697,LASSO-QR,2022,Crisis (mid2021–2022),val,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
2022-10-28,2022-11-04,7,70.21958333333333,29.572613135258006,14.786306567629008,LASSO-QR,2022,Crisis (mid2021–2022),val,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
2022-10-28,2022-11-11,14,1.9258333333333333,97.866363135258,48.93318156762901,LASSO-QR,2022,Crisis (mid2021–2022),val,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
2022-10-28,2022-11-27,30,141.34375,41.02610315731153,20.51305157865576,LASSO-QR,2022,Crisis (mid2021–2022),val,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
2022-10-28,2022-12-27,60,135.02125,34.70360315731153,17.351801578655767,LASSO-QR,2022,Crisis (mid2021–2022),val,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
2022-10-28,2023-01-26,90,122.99083333333334,22.673186490644863,11.336593245322431,LASSO-QR,2023,Post-Crisis (2023–2025),test,99.560908476374,99.66747892877783,99.7576486832224,99.85372040298351,100.05550188388202,100.68523015146997,101.62800847575474
